material,bandgap_eV,bandgap_known,sacrificial_agent,scavenger_strength,has_cocatalyst,wavelength_nm,light_power_W,irradiation_time_h,activity_value,logH2,source_paper
BI200,2.7,False,TEOA,3,True,420.0,300.0,40.0,3317.79,3.520848893825938,j.cej.2020.127791
CdS–TiO2,2.7,False,none/unspecified,0,False,420.0,300.0,12.0,1048.7,3.020651268004342,j.electacta.2017.08.042
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,4.0,576.0,2.760422483423212,j.ijhydene.2017.06.196
Zn2 +,2.7,False,none/unspecified,0,True,420.0,300.0,4.0,294.0,2.4683473304121573,j.ijhydene.2017.06.196
Zn0.5Cd0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,18300.0,4.26245108973043,j.ijhydene.2017.06.196
CoO,2.7,False,other,1,False,325.0,300.0,60.0,6.7,0.8260748027008264,j.jcat.2019.03.025
cobalt,2.7,False,TEOA,3,False,400.0,300.0,8.0,15.4,1.187520720836463,j.cej.2020.127307
nitrides Co4N,2.7,False,TEOA,3,False,400.0,300.0,8.0,2.0,0.3010299956639812,j.cej.2020.127307
DTBT-,2.7,False,TEA,2,True,580.0,350.0,8.0,804.0,2.905256048748451,j.apcatb.2020.119802
COPs,2.7,False,TEA,2,True,580.0,350.0,8.0,404.0,2.606381365110605,j.apcatb.2020.119802
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,1970.0,3.294466226161593,j.apcatb.2020.119802
Pt/Mn0.5Cd0.5S,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,28080.0,4.448397103457768,j.apcatb.2019.118439
Mn0.5Cd0.5S,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,13710.0,4.137037454789513,j.apcatb.2019.118439
Pt/Mn0.5Cd0.5S,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,24220.0,4.384174138807033,j.apcatb.2019.118439
CdS(x = 0),2.7,False,none/unspecified,0,True,420.0,300.0,8.0,1670.0,3.2227164711475833,j.apcatb.2019.118439
NiSe/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,11460.0,4.059184617631371,j.apcatb.2019.118439
NiSe/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,1920.0,3.2833012287035497,j.apcatb.2019.118439
WCN5,2.7,False,TEOA,3,False,437.0,300.0,8.0,562.0,2.749736315569061,j.jallcom.2018.06.045
WCN150,2.7,False,TEOA,3,False,437.0,300.0,8.0,1700.0,3.230448921378274,j.jallcom.2018.06.045
CuxS,2.7,False,TEOA,3,False,420.0,300.0,8.0,4000.0,3.6020599913279625,j.renene.2020.09.052
g-C3N4,2.7,True,TEOA,3,False,650.0,300.0,8.0,7689.6,3.885903749123806,j.apcatb.2020.119009
TiO2,3.2,True,methanol,2,False,420.0,300.0,8.0,17.96,1.2543063323312855,j.ijhydene.2018.05.071
THS550,2.7,False,methanol,2,False,420.0,300.0,8.0,17900.0,4.252853030979893,j.ijhydene.2018.05.071
THS550,2.7,False,methanol,2,False,420.0,300.0,8.0,98.72,1.9944051466891664,j.ijhydene.2018.05.071
CN/MoS2-3,2.7,False,none/unspecified,0,True,420.0,300.0,4.0,385.04,2.585505848669302,j.jallcom.2019.151681
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,4.0,3.0,0.47712125471966244,j.jallcom.2019.151681
CdS/ZnS,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,1300.0,3.113943352306837,j.jhazmat.2019.121149
WS2/graphitic carbon nitride,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,1174.5,3.069853021113625,j.jhazmat.2019.121149
Bi2S3,1.3,True,none/unspecified,0,False,420.0,500.0,240.0,2600.0,3.4149733479708178,j.ceramint.2018.08.338
g-C3N4,2.7,True,TEOA,3,False,405.0,300.0,8.0,13745.0,4.138144744179487,j.ceramint.2019.08.203
g-C3N4,2.7,True,TEOA,3,False,405.0,300.0,8.0,5366.0,3.7296506683359203,j.ceramint.2019.08.203
OCN-2,2.7,False,TEOA,3,False,405.0,300.0,8.0,14756.0,4.168968646554766,j.ceramint.2019.08.203
g-C3N4,2.7,True,TEOA,3,False,405.0,300.0,8.0,15573.0,4.1923722835985116,j.ceramint.2019.08.203
g-C3N4,2.7,True,TEOA,3,False,405.0,300.0,8.0,25124.0,4.400088784732035,j.ceramint.2019.08.203
C3,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,5.02,0.7007037171450193,j.ijhydene.2017.10.061
C5,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,2.796,0.44653716707364377,j.ijhydene.2017.10.061
C5,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,2.016,0.3044905277734877,j.ijhydene.2017.10.061
C5,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,3.508,0.545059584694003,j.ijhydene.2017.10.061
C5,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,3.744,0.5733358400660676,j.ijhydene.2017.10.061
NiS,2.7,False,none/unspecified,0,True,420.0,350.0,5.0,12130.0,4.083860800866573,j.ijhydene.2013.03.016
CdS,2.4,True,none/unspecified,0,True,400.0,300.0,8.0,17880.0,4.252367514459899,j.renene.2020.12.102
CdS,2.4,True,none/unspecified,0,True,400.0,300.0,8.0,7180.0,3.8561244442423,j.renene.2020.12.102
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,2270.0,3.3560258571931225,j.renene.2020.12.102
ZnS,3.6,True,methanol,2,False,420.0,300.0,8.0,280.0,2.4471580313422194,j.jiec.2012.12.013
ZnS,3.6,True,methanol,2,False,420.0,300.0,8.0,3220.0,3.507855871695831,j.jiec.2012.12.013
TiO2,3.2,True,other,1,False,420.0,300.0,8.0,1409.0,3.1489109931093564,j.jallcom.2020.158132
g-C3N4,2.7,True,other,1,False,420.0,500.0,5.0,22.0,1.3424226808222062,j.jallcom.2020.158132
15CN @ T60S1,2.7,False,other,1,False,420.0,500.0,5.0,220.0,2.342422680822206,j.jallcom.2020.158132
Ta3N5,2.1,True,methanol,2,False,650.0,300.0,8.0,0.24,-0.619788758288394,j.apsusc.2018.07.185
Ta3N5,2.1,True,methanol,2,False,650.0,300.0,8.0,0.39,-0.4089353929735008,j.apsusc.2018.07.185
TH-215-,2.7,False,methanol,2,False,450.0,300.0,10.0,1880.0,3.27415784926368,j.apcatb.2015.06.045
TH-215-,2.7,False,methanol,2,False,450.0,300.0,10.0,280.0,2.4471580313422194,j.apcatb.2015.06.045
TiO2,3.2,True,methanol,2,False,450.0,300.0,10.0,55.2,1.741939077729199,j.apcatb.2015.06.045
TiO2,3.2,True,methanol,2,False,450.0,300.0,10.0,138.4,2.141136090120739,j.apcatb.2015.06.045
TiO2,3.2,True,methanol,2,False,450.0,300.0,10.0,19.4,1.287801729930226,j.apcatb.2015.06.045
Ti3 +,2.7,False,none/unspecified,0,False,450.0,300.0,10.0,5.1,0.7075701760979364,j.apcatb.2015.06.045
SrTiO3,3.2,True,methanol,2,False,365.0,500.0,8.0,3200.0,3.505149978319906,j.jpowsour.2008.05.057
SrTiO3,3.2,True,methanol,2,False,365.0,500.0,8.0,570.0,2.7558748556724915,j.jpowsour.2008.05.057
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,8.0,137.0,2.1367205671564067,j.apsusc.2018.12.071
g-C3N4,2.7,True,none/unspecified,0,False,420.0,350.0,2.0,300.0,2.4771212547196626,j.apcatb.2021.119986
Pt,0.0,True,none/unspecified,0,False,420.0,350.0,2.0,30800.0,4.488550716500444,j.apcatb.2021.119986
NiS2,2.7,False,TEOA,3,True,420.0,300.0,8.0,715.83,2.854809895453033,j.jcis.2018.09.041
Pt,0.0,True,TEOA,3,True,420.0,300.0,3.0,259.5,2.414137362184477,j.jcis.2018.09.041
NiS2,2.7,False,TEOA,3,True,420.0,300.0,8.0,365.72,2.5631487110958586,j.jcis.2018.09.041
NiS2,2.7,False,TEOA,3,True,420.0,300.0,8.0,550.81,2.7410018163078265,j.jcis.2018.09.041
NiS2,2.7,False,TEOA,3,True,420.0,300.0,8.0,540.1,2.7324741772811936,j.jcis.2018.09.041
nickel,2.7,False,TEOA,3,False,420.0,300.0,8.0,816.18,2.911785948442571,j.jcis.2018.09.041
nickel,2.7,False,TEOA,3,False,420.0,300.0,8.0,862.26,2.935638239768492,j.jcis.2018.09.041
N-TiO2,2.7,False,ethanol,2,False,420.0,300.0,30.0,2100.0,3.322219294733919,j.ijhydene.2015.12.190
Ag/N-TiO2,2.7,False,ethanol,2,False,420.0,300.0,30.0,4700.0,3.6720978579357175,j.ijhydene.2015.12.190
N-TiO2,2.7,False,ethanol,2,False,420.0,300.0,30.0,3400.0,3.531478917042255,j.ijhydene.2015.12.190
copper,2.7,False,none/unspecified,0,False,420.0,300.0,3.0,3605.0,3.5569052690554477,j.jphotochem.2018.02.016
CuFe2O4,2.7,False,none/unspecified,0,False,420.0,20.0,3.0,336.0,2.526339277389844,j.jphotochem.2018.02.016
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,1333.0,3.1248301494138593,j.ijhydene.2014.11.117
TiO2,3.2,True,glycerol,2,False,420.0,300.0,4.0,2134.0,3.329194415088451,j.ijhydene.2014.11.117
CTP-10,2.7,False,glycerol,2,False,420.0,300.0,4.0,1100.0,3.041392685158225,j.ijhydene.2014.11.117
TiO2,3.2,True,glycerol,2,True,420.0,300.0,8.0,6012.0,3.7790189719148706,j.ijhydene.2014.11.117
TiO2,3.2,True,methanol,2,False,525.0,300.0,8.0,12040.0,4.080626486921806,j.cej.2014.07.059
Au @ TiO2-2,2.7,False,methanol,2,False,525.0,300.0,8.0,69770.0,4.843668722979144,j.cej.2014.07.059
Au,0.0,True,methanol,2,False,525.0,300.0,8.0,18.69,1.271609301378832,j.cej.2014.07.059
Au @ TiO2-1,2.7,False,methanol,2,False,525.0,300.0,8.0,47070.0,4.672744198306599,j.cej.2014.07.059
Au @ TiO2-1,2.7,False,methanol,2,False,525.0,300.0,8.0,37160.0,4.570075705321604,j.cej.2014.07.059
Au @ TiO2,2.7,False,methanol,2,False,525.0,300.0,8.0,40.25,1.6047658847038873,j.cej.2014.07.059
amTiO2,2.7,False,other,1,False,420.0,300.0,20.0,550.0,2.7403626894942437,j.cej.2020.125527
xenon,2.7,False,other,1,False,420.0,300.0,20.0,3900.0,3.591064607026499,j.cej.2020.125527
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,6.0,0.7781512503836436,j.ijhydene.2016.07.200
TiO2,3.2,True,methanol,2,False,420.0,300.0,8.0,8000.0,3.9030899869919438,j.ijhydene.2016.07.200
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,8400.0,3.9242792860618816,j.ijhydene.2016.07.200
CdS,2.4,True,methanol,2,False,425.0,300.0,10.0,450.0,2.6532125137753435,j.cattod.2018.03.037
graphite,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,1104.3,3.0430870721663292,j.cattod.2018.04.009
0.3-WCN,2.7,False,TEOA,3,True,420.0,300.0,40.0,130.0,2.113943352306837,j.ijhydene.2019.04.091
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,40.0,4.5,0.6532125137753437,j.ijhydene.2019.04.091
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,40.0,154.0,2.187520720836463,j.ijhydene.2019.04.091
Pt,0.0,True,TEOA,3,True,450.0,300.0,12.0,440.0,2.6434526764861874,j.apcatb.2017.08.018
g-C3N4,2.7,True,TEOA,3,True,450.0,300.0,12.0,3120.0,3.494154594018443,j.apcatb.2017.08.018
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,46100.0,4.663700925389648,j.ijhydene.2019.08.086
Pt3Ni/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,10.0,40000.0,4.6020599913279625,j.ijhydene.2019.08.086
Ni/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,20100.0,4.303196057420489,j.ijhydene.2019.08.086
Pt3Ni/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,10.0,31800.0,4.502427119984433,j.ijhydene.2019.08.086
TiO2,3.2,True,glycerol,2,False,365.0,300.0,90.0,3500.0,3.5440680443502757,j.jcat.2020.10.007
TiO2,3.2,True,glycerol,2,False,365.0,300.0,90.0,4715.0,3.6734816970733473,j.jcat.2020.10.007
Pt-NTC-3,2.7,False,none/unspecified,0,True,420.0,300.0,15.0,38.0,1.5797835966168101,j.micromeso.2019.109604
Pt-NTC-3,2.7,False,none/unspecified,0,True,420.0,300.0,15.0,2832.0,3.4520932490177314,j.micromeso.2019.109604
STO,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,714.28,2.853868489952009,j.ceramint.2017.12.179
STO,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,2142.86,3.3309937981003475,j.ceramint.2017.12.179
STO,2.7,False,methanol,2,True,365.0,500.0,360.0,2142.0,3.330819466495837,j.ceramint.2017.12.179
TiO2,3.2,True,none/unspecified,0,True,420.0,300.0,8.0,1850.0,3.2671717284030137,j.ceramint.2017.12.179
TiO2,3.2,True,none/unspecified,0,True,420.0,300.0,8.0,335.0,2.525044807036845,j.ceramint.2017.12.179
nickel phosphide,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,10760.0,4.03181227133037,j.ceramint.2017.12.179
Au @ TiO2,2.7,False,methanol,2,False,420.0,300.0,8.0,4920.0,3.69196510276736,j.apsusc.2018.02.062
Cu/rGO,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,35000.0,4.544068044350276,j.apcatb.2017.11.076
C,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,59000.0,4.770852011642144,j.apcatb.2017.11.076
Cu,0.0,True,none/unspecified,0,False,800.0,300.0,5.0,28000.0,4.447158031342219,j.apcatb.2017.11.076
C,2.7,False,none/unspecified,0,False,800.0,300.0,5.0,2760.0,3.4409090820652177,j.apcatb.2017.11.076
Cu,0.0,True,none/unspecified,0,False,800.0,300.0,5.0,1420.0,3.1522883443830563,j.apcatb.2017.11.076
CZS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,5145.0,3.7113853790984517,j.ijhydene.2019.09.180
Cd0 · 5Zn0 · 5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1206.0,3.0813473078041325,j.ijhydene.2019.09.180
Cd0.5Zn0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,7540.0,3.877371345869774,j.ijhydene.2020.05.249
Cd0.5Zn0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,72100.0,4.857935264719429,j.ijhydene.2020.05.249
Cd0.5Zn0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,56440.0,4.75158700508231,j.ijhydene.2020.05.249
Mo3S4,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,72130.0,4.858115932190066,j.ijhydene.2020.05.249
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,347.0,2.5403294747908736,j.ijhydene.2018.12.159
EY,2.7,False,TEOA,3,False,420.0,300.0,8.0,1212.0,3.0835026198302673,j.jphotochem.2020.112462
EY,2.7,False,TEOA,3,False,420.0,300.0,8.0,1472.0,3.16790781000148,j.jphotochem.2020.112462
EY,2.7,False,TEOA,3,False,420.0,300.0,8.0,1153.0,3.061829307294699,j.jphotochem.2020.112462
EY,2.7,False,TEOA,3,False,420.0,300.0,8.0,961.0,2.9827233876685453,j.jphotochem.2020.112462
EY,2.7,False,TEOA,3,False,420.0,300.0,8.0,945.0,2.975431808509263,j.jphotochem.2020.112462
WO3/ZnCdS,2.7,False,none/unspecified,0,True,420.0,300.0,10.0,10.99,1.0409976924234905,j.ijhydene.2019.04.284
ZnCdS,2.7,False,none/unspecified,0,True,420.0,300.0,10.0,1.14,0.05690485133647256,j.ijhydene.2019.04.284
Cu1.5TNR,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,1205.0,3.080987046910887,j.solmat.2015.01.009
nano-Ni/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,9050.0,3.9566485792052033,j.materresbull.2014.05.016
Ni,0.0,True,none/unspecified,0,False,420.0,300.0,16.5,8292.0,3.918659293421823,j.materresbull.2014.05.016
Ni,0.0,True,none/unspecified,0,False,420.0,300.0,16.5,8897.0,3.949243590568265,j.materresbull.2014.05.016
nano-Ni/CdS,2.7,False,none/unspecified,0,False,420.0,300.0,16.5,3683.0,3.566201718854913,j.materresbull.2014.05.016
TMC,2.7,False,methanol,2,False,420.0,300.0,8.0,924.0,2.9656719712201065,j.nanoen.2017.03.014
Mo,2.7,False,methanol,2,False,420.0,300.0,15.0,294.0,2.4683473304121573,j.apsusc.2020.147743
Mo,2.7,False,methanol,2,False,500.0,300.0,15.0,275.0,2.439332693830263,j.apsusc.2020.147743
ZnGa2O4,2.7,False,other,1,True,420.0,300.0,1.0,39.0,1.591064607026499,j.ijhydene.2019.07.085
Ru,0.0,True,methanol,2,False,420.0,300.0,8.0,382.8,2.582971929104806,j.supflu.2006.01.003
ZCN-2,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,5600.0,3.7481880270062002,j.apcatb.2018.11.054
BO-C3N4,2.7,False,TEOA,3,True,420.0,300.0,20.0,9751.0,3.9890491564382202,j.cej.2020.127114
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,-1.0,345.0,2.537819095073274,j.cej.2020.127114
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,-1.0,4719.0,3.6738499773429494,j.cej.2020.127114
BO-C3N4-0,2.7,False,none/unspecified,0,True,420.0,300.0,-1.0,3952.0,3.5968169359155904,j.cej.2020.127114
p-TCN,2.7,False,TEOA,3,True,420.0,300.0,8.0,321.0,2.506505032404872,j.jcis.2021.01.031
MoSe2,2.7,False,none/unspecified,0,True,400.0,300.0,8.0,41230.0,4.615213334801359,j.ceramint.2018.12.012
lactic acid,2.7,False,methanol,2,False,420.0,300.0,5.0,187.0,2.271841606536499,j.jiec.2018.05.046
lactic acid,2.7,False,methanol,2,False,420.0,300.0,5.0,168.0,2.225309281725863,j.jiec.2018.05.046
lactic acid,2.7,False,methanol,2,False,420.0,300.0,5.0,128.0,2.1072099696478683,j.jiec.2018.05.046
lactic acid,2.7,False,methanol,2,False,420.0,300.0,5.0,107.0,2.0293837776852097,j.jiec.2018.05.046
lactic acid,2.7,False,methanol,2,False,420.0,300.0,5.0,145.0,2.161368002234975,j.jiec.2018.05.046
lactic acid,2.7,False,methanol,2,False,420.0,300.0,5.0,50.0,1.6989700043360187,j.jiec.2018.05.046
3P-B,2.7,False,methanol,2,False,420.0,350.0,8.0,587.1,2.7687120803776635,j.jpcs.2020.109457
TiO2,3.2,True,methanol,2,False,420.0,350.0,8.0,82.6,1.9169800473203822,j.jpcs.2020.109457
3P-B,2.7,False,methanol,2,False,420.0,350.0,8.0,126.6,2.1024337056813365,j.jpcs.2020.109457
TiO2,3.2,True,methanol,2,False,420.0,350.0,8.0,215.8,2.334051440346892,j.jpcs.2020.109457
ZTS-0.2,2.7,False,Na2S/Na2SO3,3,True,400.0,300.0,210.0,536.0,2.72916478969277,j.jallcom.2018.04.086
SnS2,2.2,True,Na2S/Na2SO3,3,True,400.0,300.0,210.0,30.0,1.4771212547196624,j.jallcom.2018.04.086
ZnS,3.6,True,Na2S/Na2SO3,3,True,400.0,300.0,210.0,50.0,1.6989700043360187,j.jallcom.2018.04.086
Sn4 +,2.7,False,other,1,False,420.0,300.0,4.0,18.3,1.2624510897304295,j.apcatb.2019.02.051
N2,2.7,False,other,1,False,420.0,300.0,3.0,178.4,2.2513948500401044,j.apcata.2017.08.027
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,20.0,6730.0,3.828015064223977,j.ceramint.2020.07.105
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,20.0,34860.0,4.5423273827739745,j.ceramint.2020.07.105
CdS @ ZCS,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,21220.0,4.326745379565322,j.ceramint.2020.07.105
3DBC-C3N4-R,2.7,False,TEOA,3,True,420.0,300.0,8.0,7100.0,3.8512583487190755,j.jcat.2019.06.019
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,3600.0,3.5563025007672873,j.jcat.2019.06.019
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,124.0,2.093421685162235,j.jcat.2019.06.019
3DBC-C3N4-R,2.7,False,TEOA,3,True,420.0,300.0,8.0,10600.0,4.02530586526477,j.jcat.2019.06.019
g-C3N4/rGO/Ni2P,2.7,False,methanol,2,True,420.0,300.0,5.0,504.0,2.7024305364455254,j.jallcom.2020.155752
TiO2–ZrO2,2.7,False,methanol,2,True,420.0,300.0,5.0,55.0,1.7403626894942439,j.jallcom.2020.155752
Cu2O /(001)TiO2 @ Ti3C2Tx,2.7,False,methanol,2,True,420.0,300.0,6.0,600.0,2.7781512503836434,j.jallcom.2020.155752
CdS,2.4,True,ethanol,2,False,400.0,300.0,6.0,42.3,1.6263403673750423,j.jtice.2019.05.027
Ag,0.0,True,ethanol,2,False,400.0,300.0,6.0,1720.9,3.235755634586718,j.jtice.2019.05.027
Zn0.5Cd0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,2129.46,3.328269486653284,j.apcatb.2021.119976
La/Co,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,6543.0,3.815776920298363,j.ijhydene.2018.03.126
La,2.7,False,TEOA,3,False,420.0,300.0,3.0,4876.0,3.6880636969463443,j.ijhydene.2018.03.126
BCN,2.7,False,TEOA,3,True,420.0,300.0,1.0,13840.0,4.141136090120739,j.carbon.2020.04.015
HCN0,2.7,False,TEOA,3,True,600.0,300.0,4.0,2960.0,3.4712917110589387,j.carbon.2020.04.015
HCN0,2.7,False,TEOA,3,True,600.0,300.0,4.0,460.0,2.662757831681574,j.carbon.2020.04.015
TiO2,3.2,True,methanol,2,False,420.0,300.0,8.0,4500.0,3.6532125137753435,j.ijhydene.2019.09.121
TiO2,3.2,True,methanol,2,False,420.0,300.0,8.0,18800.0,4.27415784926368,j.ijhydene.2019.09.121
BCN,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,525.5,2.720572720364261,j.apsusc.2019.144654
BCN,2.7,False,TEOA,3,True,420.0,300.0,1.0,67.9,1.8318697742805017,j.apsusc.2019.144654
CZZ,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,51450.0,4.711385379098452,S1872-2067(20)63576-8
Pt,0.0,True,none/unspecified,0,True,550.0,225.0,24.0,27250.0,4.435366506612661,S1872-2067(20)63576-8
ZnO,3.3,True,none/unspecified,0,True,550.0,225.0,24.0,550.0,2.7403626894942437,S1872-2067(20)63576-8
ZnS/ZnO,2.7,False,none/unspecified,0,True,550.0,225.0,24.0,17830.0,4.251151343175355,S1872-2067(20)63576-8
CZZ-4,2.7,False,none/unspecified,0,True,550.0,225.0,24.0,30560.0,4.485153349903652,S1872-2067(20)63576-8
CZZ-4,2.7,False,none/unspecified,0,True,550.0,225.0,24.0,9.8,0.9912260756924949,S1872-2067(20)63576-8
CZZ,2.7,False,none/unspecified,0,True,550.0,225.0,24.0,9980.0,3.999130541287371,S1872-2067(20)63576-8
ZZ-35,2.7,False,none/unspecified,0,True,550.0,225.0,24.0,22570.0,4.353531559077762,S1872-2067(20)63576-8
CZZ-4,2.7,False,none/unspecified,0,True,550.0,225.0,24.0,118620.0,5.074157919697316,S1872-2067(20)63576-8
g-C3N4,2.7,True,none/unspecified,0,True,400.0,300.0,3.0,6807.0,3.8329557506045986,j.jallcom.2020.158068
g-C3N4,2.7,True,none/unspecified,0,True,400.0,300.0,3.0,797.0,2.9014583213961123,j.jallcom.2020.158068
CdS-DETA,2.7,False,none/unspecified,0,True,400.0,300.0,3.0,5462.3,3.7373755487452494,j.jallcom.2020.158068
g-C3N4,2.7,True,none/unspecified,0,True,400.0,300.0,3.0,5724.0,3.7576996250877386,j.jallcom.2020.158068
g-C3N4,2.7,True,none/unspecified,0,True,400.0,300.0,3.0,9738.0,3.9884697702098757,j.jallcom.2020.158068
CdS,2.4,True,ethanol,2,True,420.0,4.0,8.0,1410.0,3.1492191126553797,j.fuel.2018.10.013
CdS,2.4,True,ethanol,2,True,420.0,4.0,8.0,1757.0,3.244771761495295,j.fuel.2018.10.013
Ni,0.0,True,ethanol,2,True,420.0,4.0,8.0,3404.0,3.53198955141255,j.fuel.2018.10.013
CdS,2.4,True,ethanol,2,True,420.0,4.0,8.0,8866.0,3.9477277269633158,j.fuel.2018.10.013
S2−,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,180.0,2.255272505103306,j.tsf.2011.06.066
CuFe2O4-TiO2,2.7,False,glycerol,2,True,420.0,300.0,20.0,35981.0,4.556073229283206,j.apsusc.2018.01.282
CuFe2O4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1720.0,3.2355284469075487,j.apsusc.2018.01.282
CuFe2O4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,900.0,2.9542425094393248,j.apsusc.2018.01.282
Eu-TiO2/graphene,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,100.0,2.0,j.chemosphere.2020.129289
NiO,2.7,False,none/unspecified,0,True,420.0,115.0,8.0,147.0,2.167317334748176,j.jcat.2010.03.020
NiO,2.7,False,none/unspecified,0,True,420.0,115.0,8.0,9000.0,3.9542425094393248,j.jcat.2010.03.020
Pt-4,2.7,False,TEOA,3,True,400.0,300.0,6.0,180.0,2.255272505103306,j.carbon.2016.05.039
carbon nitride/melon,2.7,False,TEOA,3,True,400.0,300.0,6.0,200.0,2.3010299956639813,j.carbon.2016.05.039
CuS,2.7,False,other,1,False,420.0,300.0,8.0,1736.0,3.239549720840473,j.apsusc.2021.149106
PC-10,2.7,False,other,1,False,420.0,300.0,8.0,1464.0,3.165541076722373,j.apsusc.2021.149106
PbS,2.7,False,other,1,False,420.0,300.0,8.0,1288.0,3.1099158630237933,j.apsusc.2021.149106
PbS @ CuS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1459.0,3.1640552918934515,j.apsusc.2021.149106
Au/TiO2,2.7,False,methanol,2,True,420.0,300.0,2.0,15800.0,4.198657086954422,j.apcatb.2012.11.006
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,36700.0,4.56466606425209,j.ijhydene.2018.09.047
CdS,2.4,True,none/unspecified,0,True,520.0,300.0,8.0,350.0,2.5440680443502757,j.ijhydene.2018.09.047
reduced graphene oxide,0.0,True,none/unspecified,0,True,520.0,300.0,8.0,24300.0,4.385606273598312,j.ijhydene.2018.09.047
H–Pd–TiO2,2.7,False,ethanol,2,False,420.0,300.0,8.0,10000.0,4.0,j.micromeso.2015.10.007
H–Pd–TiO2-SEP,2.7,False,ethanol,2,False,420.0,300.0,8.0,5000.0,3.6989700043360187,j.micromeso.2015.10.007
H–Pd–TiO2-SEP,2.7,False,ethanol,2,False,420.0,300.0,8.0,25000.0,4.3979400086720375,j.micromeso.2015.10.007
Pt–TiO2,2.7,False,ethanol,2,False,420.0,300.0,8.0,34000.0,4.531478917042255,j.micromeso.2015.10.007
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,60.0,9470.0,3.9763499790032735,j.ijhydene.2020.12.088
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,182.0,2.2600713879850747,j.apsusc.2020.146335
SiOC/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1020.0,3.0086001717619175,j.apsusc.2020.146335
SiOC,2.7,False,none/unspecified,0,False,420.0,350.0,8.0,40.0,1.6020599913279623,j.apsusc.2020.146335
Zn-InP,2.7,False,other,1,False,460.0,3.0,10.0,7600.0,3.8808135922807914,j.jcis.2020.03.110
ZnS,3.6,True,none/unspecified,0,False,203.0,300.0,8.0,3209.0,3.506369717095504,j.jallcom.2020.158348
