material,bandgap_eV,bandgap_known,sacrificial_agent,scavenger_strength,has_cocatalyst,wavelength_nm,light_power_W,irradiation_time_h,activity_value,logH2,source_paper
ZnS,3.6,True,none/unspecified,0,False,203.0,300.0,8.0,1685.0,3.2265999052073573,j.jallcom.2020.158348
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,2.0,680.0,2.832508912706236,j.apcatb.2019.117762
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,2.0,6000.0,3.7781512503836434,j.apcatb.2019.117762
CdS,2.4,True,TEOA,3,True,420.0,300.0,2.0,2370.0,3.374748346010104,j.apcatb.2019.117762
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,215.0,2.3324384599156054,j.ijhydene.2013.11.120
Au,0.0,True,methanol,2,True,360.0,400.0,8.0,3500.0,3.5440680443502757,j.ijhydene.2013.12.094
Au,0.0,True,methanol,2,True,360.0,400.0,8.0,3377.0,3.5285310606354114,j.ijhydene.2013.12.094
HTiNbO5,2.7,False,methanol,2,True,360.0,400.0,8.0,2182.0,3.338854746252323,j.ijhydene.2013.12.094
Au,0.0,True,methanol,2,True,360.0,400.0,8.0,3907.0,3.5918434112247843,j.ijhydene.2013.12.094
Au,0.0,True,methanol,2,True,360.0,400.0,8.0,3975.0,3.5993371329924893,j.ijhydene.2013.12.094
CdS/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4152.0,3.6182573448404014,j.ijhydene.2017.09.075
g-C3N4,2.7,True,none/unspecified,0,False,400.0,300.0,5.0,35500.0,4.550228353055094,j.ijhydene.2017.09.075
Co0.2Cd0.8S,2.7,False,none/unspecified,0,False,400.0,300.0,5.0,19200.0,4.283301228703549,j.ijhydene.2017.09.075
Ta3N5,2.1,True,methanol,2,True,217.5,300.0,8.0,77.31,1.8882356732705672,j.apsusc.2020.145915
Ta3N5/STON,2.7,False,methanol,2,True,217.5,300.0,3.0,26.03,1.4154741681092358,j.apsusc.2020.145915
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,3.0,465.0,2.667452952889954,j.apcatb.2019.02.020
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,2480.0,3.3944516808262164,j.apcatb.2019.02.020
CN-S,2.7,False,TEOA,3,False,420.0,300.0,3.0,586.0,2.767897616018091,j.apcatb.2019.02.020
CN-P,2.7,False,TEOA,3,False,420.0,300.0,3.0,1503.0,3.176958980586908,j.apcatb.2019.02.020
CN-P,2.7,False,TEOA,3,False,420.0,300.0,3.0,1158.0,3.0637085593914173,j.apcatb.2019.02.020
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,3.0,2479.0,3.3942765267678214,j.apcatb.2019.02.020
P25 TiO2,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,301.1,2.4787107555127594,j.jpcs.2018.03.024
g-C3N4,2.7,True,none/unspecified,0,True,420.0,500.0,5.0,200.0,2.3010299956639813,j.carbon.2015.10.050
g-C3N4,2.7,True,none/unspecified,0,True,420.0,500.0,5.0,1580.0,3.1986570869544226,j.carbon.2015.10.050
g-C3N4,2.7,True,other,1,True,420.0,500.0,5.0,2590.0,3.413299764081252,j.carbon.2015.10.050
Pt,0.0,True,other,1,True,420.0,500.0,5.0,880.0,2.9444826721501687,j.carbon.2015.10.050
SrTiO3:Rh/Ta,2.7,False,methanol,2,False,415.0,300.0,8.0,4123.7,3.6152870627502502,j.ijhydene.2016.06.213
Fe2P,2.7,False,ethanol,2,True,420.0,300.0,180.0,220000.0,5.342422680822207,j.ijhydene.2017.09.128
NiO,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,196.0,2.292256071356476,j.ijhydene.2018.07.113
NiO,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,5552.0,3.7444494574467986,j.ijhydene.2018.07.113
Co3O4,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,7757.0,3.889693791444185,j.ijhydene.2018.07.113
NiO,2.7,False,TEOA,3,True,420.0,300.0,8.0,937.0,2.971739590887778,j.ijhydene.2018.07.113
Co3O4,2.7,False,TEOA,3,True,420.0,300.0,8.0,901.0,2.954724790979063,j.ijhydene.2018.07.113
Mn3O4,2.7,False,TEOA,3,True,420.0,300.0,8.0,135.0,2.130333768495006,j.ijhydene.2018.07.113
Au,0.0,True,none/unspecified,0,False,420.0,150.0,8.0,347.0,2.5403294747908736,j.ijhydene.2017.10.154
InC3N4-2,2.7,False,none/unspecified,0,False,420.0,350.0,2.0,100.0,2.0,j.apcatb.2020.119631
InC3N4-2,2.7,False,none/unspecified,0,False,420.0,350.0,2.0,17700.0,4.247973266361806,j.apcatb.2020.119631
g-C3N4/Pt,2.7,False,none/unspecified,0,False,550.0,300.0,8.0,5508.1,3.7410018163078265,j.apcatb.2018.05.045
g-C3N4/Pt,2.7,False,ethanol,2,True,420.0,300.0,60.0,613.1,2.787531316127234,j.apcatb.2018.05.045
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,12.0,5.0,0.6989700043360189,j.jallcom.2020.155691
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,12.0,1573.7,3.196921944819459,j.jallcom.2020.155691
Au-Fe2O3/TiO2,2.7,False,none/unspecified,0,False,420.0,200.0,90.0,590.0,2.7708520116421442,j.molliq.2020.114815
TiO2,3.2,True,none/unspecified,0,False,420.0,200.0,90.0,142.0,2.1522883443830563,j.molliq.2020.114815
Fe2O3,2.1,True,glycerol,2,False,420.0,200.0,90.0,392.0,2.593286067020457,j.molliq.2020.114815
g-C3N4,2.7,True,TEOA,3,True,400.0,300.0,0.5,5981.0,3.776773802412107,j.ijhydene.2020.10.162
C/C3N4,2.7,False,TEOA,3,False,420.0,100.0,180.0,738.85,2.868556277657932,j.apsusc.2019.07.131
C/C3N4,2.7,False,TEOA,3,False,420.0,100.0,180.0,303.4,2.4820155764507117,j.apsusc.2019.07.131
g-C3N4,2.7,True,TEOA,3,False,420.0,100.0,180.0,202.75,2.3069608628831935,j.apsusc.2019.07.131
C/C3N4,2.7,False,TEOA,3,False,420.0,100.0,180.0,502.3,2.700963178159549,j.apsusc.2019.07.131
C/C3N4,2.7,False,TEOA,3,False,420.0,100.0,180.0,617.37,2.790545521888855,j.apsusc.2019.07.131
CdS,2.4,True,Na2S/Na2SO3,3,True,380.0,300.0,16.0,613.0,2.787460474518415,j.apcatb.2019.118131
CdS,2.4,True,Na2S/Na2SO3,3,True,380.0,300.0,4.0,10.0,1.0,j.apcatb.2019.118131
CdS,2.4,True,Na2S/Na2SO3,3,True,380.0,300.0,4.0,337.0,2.5276299008713385,j.apcatb.2019.118131
CdS,2.4,True,Na2S/Na2SO3,3,True,380.0,300.0,4.0,535.0,2.7283537820212285,j.apcatb.2019.118131
CdS,2.4,True,Na2S/Na2SO3,3,True,380.0,300.0,4.0,340.0,2.531478917042255,j.apcatb.2019.118131
CdS,2.4,True,Na2S/Na2SO3,3,True,380.0,300.0,4.0,123.0,2.089905111439398,j.apcatb.2019.118131
AgGaS2,2.7,False,none/unspecified,0,True,550.0,300.0,30.0,772.0,2.887617300335736,j.ijhydene.2015.01.143
AgGaS2,2.7,False,none/unspecified,0,True,550.0,300.0,30.0,126.0,2.100370545117563,j.ijhydene.2015.01.143
AgGaS2,2.7,False,none/unspecified,0,True,550.0,300.0,30.0,70.0,1.845098040014257,j.ijhydene.2015.01.143
Cu(1 %):TiO2,2.7,False,ethanol,2,True,420.0,400.0,8.0,8500.0,3.929418925714293,j.arabjc.2019.12.012
N-TiO2,2.7,False,methanol,2,True,420.0,400.0,8.0,7990.0,3.902546779313991,j.arabjc.2019.12.012
TiO2,3.2,True,methanol,2,True,420.0,400.0,8.0,323.0,2.509202522331103,j.arabjc.2019.12.012
TiO2/Ti3C2Tx,2.7,False,methanol,2,True,420.0,300.0,8.0,17.8,1.250420002308894,j.arabjc.2019.12.012
OMBT,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,10000.0,4.0,j.arabjc.2019.12.012
S,2.7,False,methanol,2,True,420.0,400.0,8.0,258.0,2.41161970596323,j.arabjc.2019.12.012
Cu/S-TiO2,2.7,False,methanol,2,True,420.0,400.0,8.0,7500.0,3.8750612633917,j.arabjc.2019.12.012
TiO2,3.2,True,methanol,2,True,420.0,400.0,8.0,39.5,1.5965970956264601,j.arabjc.2019.12.012
methyl alcohol,2.7,False,ethanol,2,True,420.0,400.0,8.0,1954.0,3.2909245593827543,j.arabjc.2019.12.012
methyl alcohol,2.7,False,ethanol,2,True,420.0,400.0,8.0,932.0,2.9694159123539814,j.arabjc.2019.12.012
Pt/TiO2-ZnO,2.7,False,methanol,2,True,420.0,300.0,8.0,2150.0,3.3324384599156054,j.arabjc.2019.12.012
TiO2,3.2,True,methanol,2,True,420.0,400.0,8.0,1.5,0.17609125905568124,j.arabjc.2019.12.012
Pt-TiO2,2.7,False,none/unspecified,0,True,420.0,400.0,8.0,7.0,0.8450980400142568,j.arabjc.2019.12.012
S22−,2.7,False,methanol,2,True,420.0,400.0,8.0,9610.0,3.9827233876685453,j.arabjc.2019.12.012
Cr,2.7,False,ethanol,2,True,420.0,400.0,8.0,11.7,1.0681858617461617,j.arabjc.2019.12.012
Ag-rGO-TiO2,2.7,False,methanol,2,True,420.0,300.0,8.0,0.53,-0.27572413039921095,j.arabjc.2019.12.012
fluorescein,2.7,False,methanol,2,True,420.0,300.0,8.0,10046.0,4.00199317382353,j.arabjc.2019.12.012
WS2,2.7,False,methanol,2,True,420.0,300.0,8.0,2.2,0.3424226808222063,j.arabjc.2019.12.012
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,68.0,1.8325089127062364,j.arabjc.2019.12.012
ZnO,3.3,True,methanol,2,True,420.0,300.0,8.0,3.0,0.47712125471966244,j.arabjc.2019.12.012
Au-Pt/Ti3,2.7,False,ethanol,2,True,420.0,400.0,8.0,181770.0,5.259522207216192,j.arabjc.2019.12.012
Ag-Au/TiO2,2.7,False,ethanol,2,True,420.0,400.0,8.0,718000.0,5.8561244442423,j.arabjc.2019.12.012
Fe-TiO2,2.7,False,ethanol,2,True,420.0,400.0,8.0,361.64,2.5582764605713524,j.arabjc.2019.12.012
N-TiO2,2.7,False,methanol,2,True,420.0,400.0,8.0,4740.0,3.6757783416740852,j.arabjc.2019.12.012
Cu/N-TiO2,2.7,False,methanol,2,True,420.0,400.0,8.0,27.4,1.437750562820388,j.arabjc.2019.12.012
Cu/N-TiO2,2.7,False,methanol,2,True,420.0,400.0,8.0,283.0,2.45178643552429,j.arabjc.2019.12.012
Pt/CdS,2.7,False,none/unspecified,0,True,538.0,300.0,8.0,12600.0,4.1003705451175625,j.nanoen.2017.03.005
MoS2/CdS,2.7,False,none/unspecified,0,True,538.0,300.0,8.0,2600.0,3.4149733479708178,j.nanoen.2017.03.005
MoS2/CdS,2.7,False,none/unspecified,0,True,538.0,300.0,8.0,800.0,2.9030899869919438,j.nanoen.2017.03.005
CdS,2.4,True,none/unspecified,0,True,538.0,300.0,8.0,600.0,2.7781512503836434,j.nanoen.2017.03.005
TiO2,3.2,True,methanol,2,False,420.0,300.0,50.0,21.2,1.3263358609287514,j.apsusc.2020.148330
g-C3N4,2.7,True,TEOA,3,True,370.0,300.0,8.0,58.0,1.7634279935629373,j.apcatb.2020.119114
g-C3N4,2.7,True,TEOA,3,True,370.0,300.0,8.0,1021.0,3.0090257420869104,j.apcatb.2020.119114
CuO,1.7,True,TEOA,3,True,420.0,1000.0,5.0,1000.0,3.0,j.apsusc.2012.02.118
CuO/NiO,2.7,False,TEOA,3,True,420.0,1000.0,5.0,7.6,0.8808135922807914,j.apsusc.2012.02.118
CuO,1.7,True,TEOA,3,True,420.0,1000.0,5.0,474.0,2.6757783416740852,j.apsusc.2012.02.118
CuO,1.7,True,TEOA,3,True,420.0,1000.0,5.0,601.0,2.7788744720027396,j.apsusc.2012.02.118
CuO/NiO,2.7,False,TEOA,3,True,420.0,1000.0,5.0,234.0,2.369215857410143,j.apsusc.2012.02.118
Pt,0.0,True,TEOA,3,True,420.0,350.0,8.0,665.0,2.8228216453031045,S1872-2067(19)63459-5
Pt,0.0,True,TEOA,3,True,420.0,350.0,8.0,936.0,2.971275848738105,S1872-2067(19)63459-5
Pt,0.0,True,TEOA,3,True,420.0,300.0,24.0,53.2,1.7259116322950483,j.apcatb.2015.07.030
MoS2,1.8,True,TEOA,3,True,420.0,300.0,72.0,79.5,1.9003671286564703,j.apcatb.2015.07.030
MoS2,1.8,True,TEOA,3,True,420.0,300.0,24.0,50.5,1.7032913781186614,j.apcatb.2015.07.030
MoS2,1.8,True,TEOA,3,True,420.0,300.0,24.0,25.8,1.4116197059632303,j.apcatb.2015.07.030
Co,2.7,False,none/unspecified,0,True,420.0,300.0,4.0,892.3,2.9505108929859967,j.ijhydene.2020.03.028
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,12.0,357.0,2.552668216112193,j.jcis.2018.02.011
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,12.0,5400.0,3.7323937598229686,j.jcis.2018.02.011
TiO2,3.2,True,other,1,True,300.0,500.0,5.0,0.8,-0.09691001300805639,j.nanoen.2019.104287
TiO2,3.2,True,other,1,True,300.0,500.0,5.0,3.6,0.5563025007672873,j.nanoen.2019.104287
Cd0.65Zn0.35S,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,5200.0,3.716003343634799,j.jcis.2020.12.112
Cd0.65Zn0.35S,2.7,False,ethanol,2,False,420.0,25.22,6.0,4600.0,3.662757831681574,j.jcis.2020.12.112
rTiO2,2.7,False,none/unspecified,0,False,420.0,300.0,36.0,12.27,1.0888445627270043,j.jtice.2020.06.019
reduced graphene oxide,0.0,True,none/unspecified,0,False,420.0,300.0,36.0,6.56,0.8169038393756602,j.jtice.2020.06.019
reduced graphene oxide,0.0,True,none/unspecified,0,False,420.0,300.0,36.0,0.54,-0.26760624017703144,j.jtice.2020.06.019
rGO-AMP,2.7,False,none/unspecified,0,False,420.0,300.0,36.0,13.28,1.1231980750319988,j.jtice.2020.06.019
CdS,2.4,True,other,1,False,420.0,300.0,4.0,2753.0,3.4398062113933303,j.ijhydene.2020.11.191
NiS,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,9279.0,3.9675011747228415,j.ijhydene.2020.11.191
LFO,2.7,False,methanol,2,False,420.0,125.0,90.0,89.2,1.9503648543761232,j.jpcs.2020.109377
LFO,2.7,False,methanol,2,False,420.0,125.0,90.0,44.5,1.6483600109809315,j.jpcs.2020.109377
LFO,2.7,False,methanol,2,False,420.0,125.0,90.0,178.4,2.2513948500401044,j.jpcs.2020.109377
Au,0.0,True,none/unspecified,0,True,550.0,300.0,10.0,319.3,2.504198918539445,j.apsusc.2020.147934
ZIS,2.7,False,none/unspecified,0,True,533.0,300.0,10.0,2094.0,3.3209766773428235,j.apsusc.2020.147934
CoTi-2.9,2.7,False,methanol,2,False,400.0,500.0,8.0,2170.0,3.3364597338485296,j.apcatb.2013.05.073
CoTi-2.9im,2.7,False,other,1,False,400.0,500.0,8.0,1240.0,3.093421685162235,j.apcatb.2013.05.073
carbon–carbon,2.7,False,methanol,2,False,400.0,500.0,24.0,4960.0,3.6954816764901977,j.apcatb.2013.05.073
carbon–carbon,2.7,False,methanol,2,False,400.0,500.0,24.0,4120.0,3.6148972160331345,j.apcatb.2013.05.073
Co3 +-phosphate,2.7,False,other,1,False,400.0,500.0,24.0,2.4,0.38021124171160603,j.apcatb.2013.05.073
NaTaO3,4.0,True,other,1,False,400.0,500.0,8.0,410.0,2.6127838567197355,j.apcatb.2013.05.073
TiO2,3.2,True,other,1,False,400.0,500.0,8.0,20.0,1.3010299956639813,j.apcatb.2013.05.073
CdS,2.4,True,Na2S/Na2SO3,3,False,420.0,300.0,100.0,116.01,2.064495426792728,j.apcatb.2016.06.065
CdS,2.4,True,Na2S/Na2SO3,3,False,420.0,300.0,100.0,373.41,2.572185944268298,j.apcatb.2016.06.065
CeO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,105.0,2.0211892990699383,j.apt.2017.07.027
CeO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,521.0,2.7168377232995247,j.apt.2017.07.027
CeO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,141.0,2.1492191126553797,j.apt.2017.07.027
-1T '-MoS2/g-C3N4,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,3148.0,3.498034723687027,j.cej.2020.125344
-1T '-MoS2/g-C3N4,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,51.0,1.7075701760979363,j.cej.2020.125344
NMS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,17.4,1.2405492482825997,j.cej.2020.126498
SCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,28.8,1.4593924877592308,j.cej.2020.126498
SCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,658.5,2.8185557792978027,j.cej.2020.126498
TiO2,3.2,True,other,1,False,464.0,300.0,3.0,442.0,2.645422269349092,j.mtener.2021.100648
Y2GaSbO7,2.7,False,none/unspecified,0,False,464.0,300.0,3.0,5.5,0.7403626894942439,j.mtener.2021.100648
TiO2(B),2.7,False,methanol,2,True,420.0,300.0,8.0,7642.26,3.883221808888177,j.ijhydene.2019.04.273
TiO2(B),2.7,False,methanol,2,True,420.0,300.0,8.0,12099.7,4.082774602551182,j.ijhydene.2019.04.273
TiO2 (,2.7,False,methanol,2,True,420.0,300.0,8.0,3182.14,3.5027192827555518,j.ijhydene.2019.04.273
Na2Ta2O6,2.7,False,other,1,True,420.0,500.0,20.0,87.0,1.9395192526186185,j.nanoen.2012.08.003
Na2Ta2O6,2.7,False,other,1,True,420.0,500.0,20.0,84.0,1.9242792860618816,j.nanoen.2012.08.003
NaTaO3-SS,2.7,False,other,1,True,420.0,500.0,20.0,568.0,2.754348335711019,j.nanoen.2012.08.003
NaTaO3,4.0,True,other,1,True,420.0,500.0,2.0,45.0,1.6532125137753437,j.nanoen.2012.08.003
Pt/RGO,2.7,False,other,1,True,400.0,100.0,4.0,840.0,2.9242792860618816,j.apcatb.2017.06.002
Pt,0.0,True,TEOA,3,True,400.0,100.0,4.0,3400.0,3.531478917042255,j.apcatb.2017.06.002
Pt/RGO,2.7,False,other,1,True,400.0,100.0,4.0,590.0,2.7708520116421442,j.apcatb.2017.06.002
In(OH)3,2.7,False,methanol,2,False,254.0,125.0,8.0,2430.0,3.385606273598312,j.jcis.2008.05.065
In(OH)3,2.7,False,methanol,2,False,254.0,125.0,8.0,640.0,2.806179973983887,j.jcis.2008.05.065
CuS,2.7,False,none/unspecified,0,True,420.0,300.0,6.0,21.0,1.3222192947339193,j.apcatb.2018.11.016
InxCu1-x)2S3,2.7,False,none/unspecified,0,True,420.0,300.0,6.0,6526.0,3.814647069451856,j.apcatb.2018.11.016
In2S3,2.7,False,none/unspecified,0,True,420.0,300.0,6.0,169.0,2.2278867046136734,j.apcatb.2018.11.016
MnS/CuS,2.7,False,none/unspecified,0,True,420.0,300.0,6.0,5.0,0.6989700043360189,j.apcatb.2018.11.016
MnS,2.7,False,none/unspecified,0,True,420.0,300.0,6.0,4.0,0.6020599913279624,j.apcatb.2018.11.016
g-C3N4,2.7,True,TEOA,3,False,800.0,300.0,20.0,107.0,2.0293837776852097,j.materresbull.2019.110765
g-C3N4,2.7,True,TEOA,3,False,800.0,300.0,20.0,189.0,2.2764618041732443,j.materresbull.2019.110765
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,20900.0,4.320146286111054,j.watres.2018.07.025
160-Nb2O5,2.7,False,methanol,2,True,409.5,500.0,18.0,1.12,0.04921802267018165,j.jnoncrysol.2018.08.026
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,1890.4,3.276553708624313,j.ijhydene.2016.11.040
CNU,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,817.1,2.9122752104988123,j.ijhydene.2016.11.040
CNU,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,5043.7,3.7027492467711314,j.ijhydene.2016.11.040
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,293.4,2.4674601095072637,j.jallcom.2020.157284
Bi2S3/MoS2/TiO2,2.7,False,none/unspecified,0,False,420.0,250.0,20.0,2195.0,3.34143452457814,j.apsusc.2019.143938
CdLa2S4,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,800.0,2.9030899869919438,j.ijhydene.2013.03.169
CdLa2S4,2.7,False,none/unspecified,0,True,420.0,300.0,10.0,2500.0,3.3979400086720375,j.ijhydene.2013.03.169
CdLa2S4,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,1300.0,3.113943352306837,j.ijhydene.2013.03.169
NiS2,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,1900.0,3.278753600952829,j.ijhydene.2013.03.169
CdLa2S4,2.7,False,none/unspecified,0,True,420.0,300.0,20.0,2300.0,3.361727836017593,j.ijhydene.2013.03.169
Ta2O5,2.7,False,methanol,2,False,420.0,300.0,8.0,388.0,2.5888317255942073,j.molcata.2013.04.003
Ta2O5,2.7,False,methanol,2,False,420.0,300.0,8.0,154.0,2.187520720836463,j.molcata.2013.04.003
Ta2O5,2.7,False,methanol,2,False,420.0,300.0,8.0,59.0,1.7708520116421442,j.molcata.2013.04.003
TiO2,3.2,True,TEOA,3,False,420.0,450.0,1.0,4196.0,3.62283547952152,j.ijhydene.2019.04.268
TiO2,3.2,True,TEOA,3,False,420.0,450.0,1.0,3896.0,3.590618948206578,j.ijhydene.2019.04.268
ZnTCPP-MoS2/ZnO,2.7,False,TEOA,3,False,420.0,300.0,9.0,75.0,1.8750612633917,j.ijhydene.2019.04.268
NaTa1−xCrxO3,2.7,False,none/unspecified,0,False,415.0,300.0,1.0,1467.5,3.166578109919652,j.ijhydene.2013.03.048
Au,0.0,True,TEOA,3,True,550.0,150.0,2.5,1839.0,3.2645817292380777,j.nanoen.2020.104888
TiO2,3.2,True,TEOA,3,True,550.0,150.0,2.5,145.0,2.161368002234975,j.nanoen.2020.104888
Au/TiO2,2.7,False,TEOA,3,True,550.0,150.0,2.5,419.0,2.622214022966295,j.nanoen.2020.104888
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,20.0,42.8,1.631443769013172,j.apcatb.2017.10.021
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,20.0,359.6,2.5558196830611912,j.apcatb.2017.10.021
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,20.0,136.3,2.1344958558346736,j.apcatb.2017.10.021
SZ4,2.7,False,none/unspecified,0,False,418.0,500.0,8.0,103.0,2.012837224705172,j.jallcom.2015.07.123
SZ2,2.7,False,none/unspecified,0,False,418.0,500.0,8.0,75.0,1.8750612633917,j.jallcom.2015.07.123
SZ4,2.7,False,none/unspecified,0,False,418.0,500.0,8.0,157.0,2.1958996524092336,j.jallcom.2015.07.123
SZ8,2.7,False,none/unspecified,0,False,418.0,500.0,8.0,239.0,2.3783979009481375,j.jallcom.2015.07.123
20CBZTO,2.7,False,none/unspecified,0,False,420.0,300.0,100.0,1473.0,3.168202746842631,j.apcatb.2013.12.047
Ba0.9Zn0.1TiO3,2.7,False,none/unspecified,0,False,420.0,300.0,480.0,364.0,2.561101383649056,j.apcatb.2013.12.047
CdS/Ba0.9Zn0.1TiO3,2.7,False,none/unspecified,0,False,420.0,300.0,480.0,561.0,2.7489628612561616,j.apcatb.2013.12.047
CF05,2.7,False,TEOA,3,True,420.0,350.0,9.0,537.0,2.7299742856995555,j.apsusc.2015.08.089
CF0,2.7,False,TEOA,3,True,420.0,350.0,9.0,1080.0,3.03342375548695,j.apsusc.2015.08.089
CF0,2.7,False,TEOA,3,True,420.0,350.0,9.0,236.0,2.3729120029701067,j.apsusc.2015.08.089
mpg-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,5984.8,3.777049641735297,j.apcatb.2016.03.074
CdLa2S4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,779.2,2.891648943870559,j.apcatb.2016.03.074
sulfite,2.7,False,none/unspecified,0,False,400.0,300.0,8.0,1750.0,3.2430380486862944,j.apsusc.2016.07.067
MoS2,1.8,True,other,1,False,400.0,300.0,3.0,1310.0,3.1172712956557644,j.apsusc.2016.07.067
TiO2,3.2,True,TEOA,3,False,420.0,300.0,8.0,1511.0,3.1792644643390253,j.ceramint.2020.12.186
TiO2,3.2,True,TEOA,3,False,420.0,300.0,8.0,507.0,2.705007959333336,j.ceramint.2020.12.186
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,3.0,20.7,1.3159703454569178,j.jcat.2017.08.006
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,3.0,69.2,1.8401060944567578,j.jcat.2017.08.006
Ti3 +-TiO2,2.7,False,none/unspecified,0,False,420.0,300.0,3.0,290.2,2.4626974081017172,j.jcat.2017.08.006
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,3.0,105.5,2.0232524596337114,j.jcat.2017.08.006
ZIS-300,2.7,False,TEOA,3,True,420.0,300.0,8.0,1930.0,3.285557309007774,j.apcatb.2020.118616
ZIS-0,2.7,False,TEOA,3,True,420.0,300.0,8.0,173.0,2.2380461031287955,j.apcatb.2020.118616
ZnIn2S4,2.3,True,none/unspecified,0,True,400.0,300.0,8.0,4947.0,3.694341910364181,j.jallcom.2019.05.162
ZnIn2S4,2.3,True,none/unspecified,0,True,400.0,300.0,8.0,4974.0,3.696705780933917,j.jallcom.2019.05.162
ZnIn2S4,2.3,True,none/unspecified,0,True,400.0,300.0,8.0,99.0,1.99563519459755,j.jallcom.2019.05.162
ZnS-CuS-CdS,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,837.6,2.923036668670786,j.electacta.2014.12.015
LCO,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,1380.7,3.1400993248507945,j.cej.2019.123021
LNO-230,2.7,False,none/unspecified,0,False,420.0,175.0,20.0,335.8,2.52608069180203,j.cej.2019.123021
LCO,2.7,False,none/unspecified,0,False,420.0,175.0,20.0,105.8,2.024485667699167,j.cej.2019.123021
ZIS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,40930.0,4.6120417446452695,j.nanoen.2020.105031
CdIn2S4/ZnIn2S4,2.7,False,TEOA,3,True,420.0,300.0,5.0,780.0,2.8920946026904804,j.nanoen.2020.105031
CdIn2S4/ZnIn2S4,2.7,False,TEOA,3,True,420.0,300.0,5.0,1030.0,3.012837224705172,j.nanoen.2020.105031
CdIn2S4/ZnIn2S4,2.7,False,TEOA,3,True,420.0,300.0,5.0,8350.0,3.921686475483602,j.nanoen.2020.105031
ZIS,2.7,False,TEOA,3,False,420.0,300.0,5.0,6420.0,3.807535028068853,j.nanoen.2020.105031
ZIS,2.7,False,TEOA,3,False,420.0,300.0,5.0,22110.0,4.344588742578714,j.nanoen.2020.105031
ZnS-2.5,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,4.0,337.12,2.527784518264025,j.apcatb.2017.09.006
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,48.0,1.6812412373755872,j.cej.2017.05.080
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,130.0,2.113943352306837,j.cej.2017.05.080
Melon,2.7,False,TEOA,3,False,420.0,300.0,1.0,1832.49,3.263041613350454,j.nanoen.2020.105124
hydrogen,2.7,False,TEOA,3,False,420.0,300.0,1.0,229.69,2.3611420877533327,j.nanoen.2020.105124
Melon,2.7,False,TEOA,3,False,490.0,300.0,1.0,734.49,2.8659858872952566,j.nanoen.2020.105124
Ru/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,16800.0,4.225309281725863,j.apcatb.2021.119880
