material,n,median_rate,p25,p75,bandgap_eV,bandgap_known
C3N4–NiS,1,264.0,264.0,264.0,2.7,False
C3N4–ZnS,1,4000.0,4000.0,4000.0,2.7,False
UiO-66-d,1,7373.0,7373.0,7373.0,2.7,False
Au35 @ Au35 @ CdS10,1,5500.0,5500.0,5500.0,2.7,False
UiO-66(Zr)-NH2,1,15.5,15.5,15.5,2.7,False
CC-25,1,2120.0,2120.0,2120.0,2.7,False
UZ,1,11550.0,11550.0,11550.0,2.7,False
UNU-C3N4,1,830.94,830.94,830.94,2.7,False
UM3,1,3579.0,3579.0,3579.0,2.7,False
Au5 @ CdS5,1,9.0,9.0,9.0,2.7,False
Pt/ZnS,1,1030.0,1030.0,1030.0,2.7,False
U6N-NiO-2,1,111.36,111.36,111.36,2.7,False
BGCN,1,524.0,524.0,524.0,2.7,False
U0.30M0.03Z,1,17612.0,17612.0,17612.0,2.7,False
CA3CN15,1,1376.0,1376.0,1376.0,2.7,False
U0.30M0.01Z,1,16640.0,16640.0,16640.0,2.7,False
Pt/g-C3N4-550,1,552.0,552.0,552.0,2.7,False
U-TiO2,1,1332.0,1332.0,1332.0,2.7,False
U-C3N4,1,83.65,83.65,83.65,2.7,False
U @ Z-4,1,2138.35,2138.35,2138.35,2.7,False
U @ Z-2,1,1434.13,1434.13,1434.13,2.7,False
TpPa-2-COF,1,70.0,70.0,70.0,2.7,False
TpPa-1-COF,1,2470.0,2470.0,2470.0,2.7,False
Au–CdS,1,3390.0,3390.0,3390.0,2.7,False
AuPd/TiO2,1,526.0,526.0,526.0,2.7,False
WCN5,1,562.0,562.0,562.0,2.7,False
WCN150,1,1700.0,1700.0,1700.0,2.7,False
WCN,1,1270.0,1270.0,1270.0,2.7,False
WCCG,1,2533.2,2533.2,2533.2,2.7,False
WC,1,30700.0,30700.0,30700.0,2.7,False
W4,1,2574.0,2574.0,2574.0,2.7,False
WCNH,1,1030.0,1030.0,1030.0,2.7,False
W3,1,3096.0,3096.0,3096.0,2.7,False
W2N/C/TiO,1,6.22,6.22,6.22,2.7,False
W2C @ C,1,6910.0,6910.0,6910.0,2.7,False
Au/TiO2-g-C3N4,1,350.0,350.0,350.0,2.7,False
UiO-67,1,26.78,26.78,26.78,2.7,False
W-TiO2,1,1000.0,1000.0,1000.0,2.7,False
Pt/Vs-ZnIn2S4,1,6630.0,6630.0,6630.0,2.7,False
Au/TiO2–P25,1,7200.0,7200.0,7200.0,2.7,False
VHPCN,1,7900.0,7900.0,7900.0,2.7,False
Pt/Zn0.5Co0.5S,1,3300.0,3300.0,3300.0,2.7,False
Au/WO3,1,472.71,472.71,472.71,2.7,False
Pt/Zn0.75Cd0.25S,1,211417.0,211417.0,211417.0,2.7,False
Au/g-C3N4,1,553.0,553.0,553.0,2.7,False
V2O5,1,3.0,3.0,3.0,2.7,False
Au/g-C3N4-P25,1,253.0,253.0,253.0,2.7,False
CC-Pt-1,1,15180.0,15180.0,15180.0,2.7,False
W-TiO2/Au-D,1,24000.0,24000.0,24000.0,2.7,False
B03,1,25.6,25.6,25.6,2.7,False
TiO2/ZnTe/Au,1,3344.0,3344.0,3344.0,2.7,False
TiO2/ZnTe,1,2782.0,2782.0,2782.0,2.7,False
TiO2/ZSM-5,1,1148.0,1148.0,1148.0,2.7,False
TiO2/WO3/Au,1,1513.0,1513.0,1513.0,2.7,False
PtCo,1,458.7,458.7,458.7,2.7,False
TiO2/WO3 @ Pt,1,128.66,128.66,128.66,2.7,False
B04,1,14.0,14.0,14.0,2.7,False
PtNP-CN620,1,20500.0,20500.0,20500.0,2.7,False
PtNi/CdS,1,50600.0,50600.0,50600.0,2.7,False
C60S0.5Ni1,1,14600.0,14600.0,14600.0,2.7,False
Ti–O–Si(400),1,465.4,465.4,465.4,2.7,False
BF4−,1,1.91,1.91,1.91,2.7,False
TiO2/Pt,1,800.0,800.0,800.0,2.7,False
PtO @ Ti3C2/TiO2,1,2540.0,2540.0,2540.0,2.7,False
TiO2/NH4Cl,1,300.0,300.0,300.0,2.7,False
TiO2/MoSx,1,971.4,971.4,971.4,2.7,False
BFO-CN,1,62.0,62.0,62.0,2.7,False
TiO2/HTiNbO5,1,4735.0,4735.0,4735.0,2.7,False
TiO2/HNO3,1,150.0,150.0,150.0,2.7,False
RGO-Cd0.60Zn0.40S,1,1542.8,1542.8,1542.8,2.7,False
TiO2/CuO,1,8230.0,8230.0,8230.0,2.7,False
BI200,1,3317.79,3317.79,3317.79,2.7,False
C60S0.5,1,10.5,10.5,10.5,2.7,False
Au–N-RGO–TiO2,1,525.0,525.0,525.0,2.7,False
Au–Pt/TiO2,1,1700.0,1700.0,1700.0,2.7,False
B-CN,1,982.33,982.33,982.33,2.7,False
TiO2−xNy,1,27400.0,27400.0,27400.0,2.7,False
TiO2–xNx,1,174.0,174.0,174.0,2.7,False
TiO2–graphene,1,112.0,112.0,112.0,2.7,False
TiO2–ZrO2,1,55.0,55.0,55.0,2.7,False
TiO2–Ti3C2–CoSx,1,950.0,950.0,950.0,2.7,False
TiO2–RGO,1,108.0,108.0,108.0,2.7,False
Pt0,1,5600.0,5600.0,5600.0,2.7,False
TiO2–N2,1,200.0,200.0,200.0,2.7,False
B-rGO,1,66.9,66.9,66.9,2.7,False
Pt0.5/YIO,1,108.4,108.4,108.4,2.7,False
TiO2–MoS2,1,560.0,560.0,560.0,2.7,False
TiO2–CdSe–Au,1,1724.0,1724.0,1724.0,2.7,False
TiO2–Au–CdSe,1,430.0,430.0,430.0,2.7,False
TiO2–Au–CdS,1,669.7,669.7,669.7,2.7,False
B-MoS2/CdS,1,10200.0,10200.0,10200.0,2.7,False
TiO2–1 % Cu/Ni,1,13500.0,13500.0,13500.0,2.7,False
Pt0.5–Au1/TiO2,1,1275.0,1275.0,1275.0,2.7,False
TiO2nanotube,1,550.0,550.0,550.0,2.7,False
C60–Cr1.3Fe0.7O3,1,220.5,220.5,220.5,2.7,False
TiO2nanoparticles,1,500.0,500.0,500.0,2.7,False
TiO2–MoS2–graphene,1,2066.0,2066.0,2066.0,2.7,False
SnO3,1,700.0,700.0,700.0,2.7,False
SnO2/V2O5,1,1346.0,1346.0,1346.0,2.7,False
SnO2/Pt/In2O3,1,967.02,967.02,967.02,2.7,False
BiOCl,1,1210.0,1210.0,1210.0,2.7,False
SnNbxOy,1,29.2,29.2,29.2,2.7,False
Sn4 +,1,18.3,18.3,18.3,2.7,False
Sn3O4/TiO2-2,1,83.5,83.5,83.5,2.7,False
RuO2/Ga2BiSbO7,1,33.307,33.307,33.307,2.7,False
Sn,1,30.0,30.0,30.0,2.7,False
Sm2GaTaO7,1,137.0,137.0,137.0,2.7,False
Ti2C,1,950.0,950.0,950.0,2.7,False
SiOC/g-C3N4,1,1020.0,1020.0,1020.0,2.7,False
SiOC,1,40.0,40.0,40.0,2.7,False
SiO2/Ag @ TiO2,1,370.0,370.0,370.0,2.7,False
BiOI/g-C3N4,1,70.0,70.0,70.0,2.7,False
SiO2 @ SiO2 @ CdS @ SiO2,1,740.0,740.0,740.0,2.7,False
SiO2 @ CdS @ SiO2,1,99.0,99.0,99.0,2.7,False
SiO2 @ CdS,1,255.0,255.0,255.0,2.7,False
SiO2 @ Au @ TiO2,1,52.0,52.0,52.0,2.7,False
RuO2/K2Ti6O13,1,157.0,157.0,157.0,2.7,False
SiCNTs,1,60.6,60.6,60.6,2.7,False
SiC-Zn0.5Cd0.5S,1,420.0,420.0,420.0,2.7,False
BiOI,1,1316.9,1316.9,1316.9,2.7,False
SrTiO3 @ 0.5Mo2C,1,3500.0,3500.0,3500.0,2.7,False
Ru/CdS,1,16800.0,16800.0,16800.0,2.7,False
Ru/GCN,1,266.4,266.4,266.4,2.7,False
SrTi1−xMoxO3,1,758.9,758.9,758.9,2.7,False
SrTa0.91,1,59.0,59.0,59.0,2.7,False
Bi2WO6/CdS,1,1223.0,1223.0,1223.0,2.7,False
Ru/PCN,1,1310.0,1310.0,1310.0,2.7,False
SrSO4/TiO2/Pt,1,8500.0,8500.0,8500.0,2.7,False
Sr2FeTaO6/NaTaO3,1,1334.0,1334.0,1334.0,2.7,False
Sr2 +,1,400.1,400.1,400.1,2.7,False
RuO2-1/TiSi2/RGO-1,1,56.3,56.3,56.3,2.7,False
Ru/STO/TO,1,224.2,224.2,224.2,2.7,False
Bi2WO6/graphene,1,78.0,78.0,78.0,2.7,False
Ru/TiO2,1,40.78,40.78,40.78,2.7,False
SnTAPP–TFPT,1,65.0,65.0,65.0,2.7,False
Bi4O5Br2,1,6.81,6.81,6.81,2.7,False
Bi5O7I,1,95.4,95.4,95.4,2.7,False
RuO2,1,6180.0,6180.0,6180.0,2.7,False
Bi5O7I/Ag/CdS,1,456.4,456.4,456.4,2.7,False
SnS @ ZnIn2S4,1,6429.0,6429.0,6429.0,2.7,False
BiFeO3,1,216.0,216.0,216.0,2.7,False
SnOx,1,40.0,40.0,40.0,2.7,False
Sr1−2xNa2xTi1−xMoxO3,1,1115.8,1115.8,1115.8,2.7,False
SNO/CdS,1,685.0,685.0,685.0,2.7,False
C-ARM-5,1,430.0,430.0,430.0,2.7,False
C/W2N,1,3.21,3.21,3.21,2.7,False
S-C,1,2000.0,2000.0,2000.0,2.7,False
C-KNbO3-350,1,12.5,12.5,12.5,2.7,False
SD2 @ Pt/TiO2,1,23500.0,23500.0,23500.0,2.7,False
S-Cys,1,100.0,100.0,100.0,2.7,False
SD1 @ Pt/TiO2,1,14100.0,14100.0,14100.0,2.7,False
SCN-1,1,1969.0,1969.0,1969.0,2.7,False
C-SiC,1,7.41,7.41,7.41,2.7,False
RuO2/TiO2/Pt,1,6126.59,6126.59,6126.59,2.7,False
S6C,1,208.47,208.47,208.47,2.7,False
S6B,1,130.0,130.0,130.0,2.7,False
S5 @ Pt/TiO2,1,21500.0,21500.0,21500.0,2.7,False
S5,1,664.54,664.54,664.54,2.7,False
S4 +/S6 +,1,700.0,700.0,700.0,2.7,False
S3B,1,48200.0,48200.0,48200.0,2.7,False
S-TAA,1,1600.0,1600.0,1600.0,2.7,False
C/P25,1,27.3,27.3,27.3,2.7,False
S22−,1,9610.0,9610.0,9610.0,2.7,False
C/Ti3 +-TiO2,1,1653.0,1653.0,1653.0,2.7,False
S/Cl-CN,1,48.0,48.0,48.0,2.7,False
SBO,1,430.0,430.0,430.0,2.7,False
BiVO4/Au/CdS,1,348.0,348.0,348.0,2.7,False
Si200,1,1997.0,1997.0,1997.0,2.7,False
Si100,1,1118.0,1118.0,1118.0,2.7,False
Si-H,1,3166.0,3166.0,3166.0,2.7,False
Bp-COF @ Pt-x,1,24.6,24.6,24.6,2.7,False
Bp-COP,1,22.0,22.0,22.0,2.7,False
SbTaO4,1,58.0,58.0,58.0,2.7,False
SbNbO4,1,24.0,24.0,24.0,2.7,False
SZ8,1,239.0,239.0,239.0,2.7,False
BpCo-COF-1 @ Pt,1,59.4,59.4,59.4,2.7,False
SNT,1,4060.0,4060.0,4060.0,2.7,False
BpZn-COP,1,162.0,162.0,162.0,2.7,False
STO-NH,1,330.0,330.0,330.0,2.7,False
B–CN,1,268.9,268.9,268.9,2.7,False
ST3,1,3850.0,3850.0,3850.0,2.7,False
SSR-Bi2Ga3.6Fe0.4O9,1,15.2,15.2,15.2,2.7,False
C/ZIS,1,113.8,113.8,113.8,2.7,False
RuO2–BaTiO3sample,1,1.0,1.0,1.0,2.7,False
RuS2,1,990.0,990.0,990.0,2.7,False
C @ TiO2−x/CNNS,1,417.2,417.2,417.2,2.7,False
SOB2,1,325.9,325.9,325.9,2.7,False
SO32−,1,450.0,450.0,450.0,2.7,False
SZ2,1,75.0,75.0,75.0,2.7,False
Ta2O5-400,1,10.67,10.67,10.67,2.7,False
Ta2O5 @ TaON,1,39.41,39.41,39.41,2.7,False
C3N4/BFO,1,23.31,23.31,23.31,2.7,False
BaTi2O5,1,125.0,125.0,125.0,2.7,False
RLTiO2,1,5400.0,5400.0,5400.0,2.7,False
Ta12,1,786.0,786.0,786.0,2.7,False
BaTi5O11,1,52.0,52.0,52.0,2.7,False
TZC75,1,1213.5,1213.5,1213.5,2.7,False
Rb-Nb,1,7850.0,7850.0,7850.0,2.7,False
C3N4-7,1,836.3,836.3,836.3,2.7,False
SrTiO3(300),1,6000.0,6000.0,6000.0,2.7,False
TOVx,1,95.25,95.25,95.25,2.7,False
Bi germanate,1,11541.22,11541.22,11541.22,2.7,False
C3N4-5,1,712.47,712.47,712.47,2.7,False
TOH-CN0.5,1,2027.9,2027.9,2027.9,2.7,False
TOH-CN0.2,1,1818.8,1818.8,1818.8,2.7,False
TOC,1,8.0,8.0,8.0,2.7,False
Bi/TiO2,1,4708.0,4708.0,4708.0,2.7,False
Bi0.2In0.8TaO4,1,3.319,3.319,3.319,2.7,False
TNT-3.6S(5),1,3513.0,3513.0,3513.0,2.7,False
TNT-0S(5),1,82.0,82.0,82.0,2.7,False
TNT-0S,1,110.0,110.0,110.0,2.7,False
Bai,1,1544.8,1544.8,1544.8,2.7,False
Ti3 +/TCP,1,8117.0,8117.0,8117.0,2.7,False
RGO/Cd0 · 7Zn0 · 3S,1,1965.0,1965.0,1965.0,2.7,False
Ti3 +-TiO2,1,290.2,290.2,290.2,2.7,False
Ba-CN,1,2743.98,2743.98,2743.98,2.7,False
RGO/ZIS,1,2640.8,2640.8,2640.8,2.7,False
Ti3,1,223.0,223.0,223.0,2.7,False
Ti180 @ g-C3N4,1,1500.0,1500.0,1500.0,2.7,False
Ba0.9Zn0.1TiO3,1,364.0,364.0,364.0,2.7,False
Ti/Zn,1,865.0,865.0,865.0,2.7,False
Ba1−xSrxTiO3,1,388.4,388.4,388.4,2.7,False
BaBiO3,1,41.0,41.0,41.0,2.7,False
RGO/ZnO,1,310.0,310.0,310.0,2.7,False
Ti-90/Ag2NCN,1,1494.0,1494.0,1494.0,2.7,False
Ti-50,1,1852.0,1852.0,1852.0,2.7,False
Ti-175,1,125.0,125.0,125.0,2.7,False
TaOxNy,1,23.32,23.32,23.32,2.7,False
TaOx(OH)y,1,66.8,66.8,66.8,2.7,False
TaOx(OH),1,155.0,155.0,155.0,2.7,False
TaON @ Ta2O5,1,39.41,39.41,39.41,2.7,False
TaNa9,1,13000.0,13000.0,13000.0,2.7,False
Ta3N5/STON,1,26.03,26.03,26.03,2.7,False
Ta3N5 @ Ta2O5,1,21.75,21.75,21.75,2.7,False
Ti-Cu,1,345.0,345.0,345.0,2.7,False
Bi2MoO6/CdSe-DETA,1,5920.0,5920.0,5920.0,2.7,False
TCNQ–C3N4,1,308.64,308.64,308.64,2.7,False
Bi2MoO6and,1,563.0,563.0,563.0,2.7,False
C0.25,1,1563.2,1563.2,1563.2,2.7,False
Bi2S3/CdS(x = 0.15),1,5500.0,5500.0,5500.0,2.7,False
TC,1,857.3,857.3,857.3,2.7,False
Ru-TPB,1,130.0,130.0,130.0,2.7,False
TBTA/g-C3N4,1,11730.0,11730.0,11730.0,2.7,False
TBTA,1,2470.0,2470.0,2470.0,2.7,False
Bi2S3/MoS2/TiO2,1,2195.0,2195.0,2195.0,2.7,False
TNT,1,12.0,12.0,12.0,2.7,False
T-CZS,1,47.0,47.0,47.0,2.7,False
Ru-g-CN,1,287.3,287.3,287.3,2.7,False
Bi2Se3-200,1,136.0,136.0,136.0,2.7,False
SrZrO3,1,330.0,330.0,330.0,2.7,False
SrTiO3:Rh/Ta,1,4123.7,4123.7,4123.7,2.7,False
Bi2Se3-300,1,66.0,66.0,66.0,2.7,False
Ru/CN,1,1420.0,1420.0,1420.0,2.7,False
SrTiO3:Cr/Ta,1,3887.9,3887.9,3887.9,2.7,False
SrTiO3/BiFeO3,1,85.0,85.0,85.0,2.7,False
SrTiO3-CN,1,328.4,328.4,328.4,2.7,False
Bi2Se3-400,1,28.0,28.0,28.0,2.7,False
TAC,1,3500.0,3500.0,3500.0,2.7,False
Bi0.8In0.2TaO4,1,8.75,8.75,8.75,2.7,False
TMC,1,924.0,924.0,924.0,2.7,False
Bi12/Ca-3 %,1,783.61,783.61,783.61,2.7,False
C3N4(2D),1,58.0,58.0,58.0,2.7,False
THS-Pt,1,1060.0,1060.0,1060.0,2.7,False
THS-Au,1,1490.0,1490.0,1490.0,2.7,False
C3N4(1D),1,93.0,93.0,93.0,2.7,False
RhB-BOBI-2,1,33.5,33.5,33.5,2.7,False
Bi2(CrO4)3,1,88.24,88.24,88.24,2.7,False
THPP/PSA,1,44.3,44.3,44.3,2.7,False
Bi2.0NTi,1,286.5,286.5,286.5,2.7,False
TCPP,1,128.0,128.0,128.0,2.7,False
C3N4 CN,1,1590.0,1590.0,1590.0,2.7,False
Bi2Ga3.6Fe0.4O9,1,16.6,16.6,16.6,2.7,False
TGO,1,26.7,26.7,26.7,2.7,False
TFPT–DETH,1,2301.0,2301.0,2301.0,2.7,False
C3,1,5.02,5.02,5.02,2.7,False
C2,1,9540.0,9540.0,9540.0,2.7,False
C12A7:e−,1,663.0,663.0,663.0,2.7,False
TEOA-H2O,1,123.0,123.0,123.0,2.7,False
Bi2MoO6/CdSe,1,2890.0,2890.0,2890.0,2.7,False
TCPP1/g-C3N4/g-C3N4,1,30.0,30.0,30.0,2.7,False
TCPP1/Pt/g-C3N4,1,564.0,564.0,564.0,2.7,False
TH700,1,15130.8,15130.8,15130.8,2.7,False
g-C3N4/Ni,1,833.8,833.8,833.8,2.7,False
g-C3N4/Nano-InVO4,1,212.0,212.0,212.0,2.7,False
3Co(dcbpy)2Cl2/CN,1,195.1,195.1,195.1,2.7,False
3CoP–ZCS,1,4900.0,4900.0,4900.0,2.7,False
g-C3N4/InVO4,1,212.0,212.0,212.0,2.7,False
g-C3N4/FeOOH,1,869.8,869.8,869.8,2.7,False
g-C3N4/CoTiO3,1,858.0,858.0,858.0,2.7,False
g-C3N4/CdS,1,1982.7,1982.7,1982.7,2.7,False
g-C3N4/CQDs,1,1790.0,1790.0,1790.0,2.7,False
g-C3N4/CNCNT,1,1208.0,1208.0,1208.0,2.7,False
g-C3N4/Au/P25,1,259.0,259.0,259.0,2.7,False
g-C3N4/Ag/WS2,1,686.2,686.2,686.2,2.7,False
Pt/ZIS,1,7130.0,7130.0,7130.0,2.7,False
g-C3N4-U,1,86.0,86.0,86.0,2.7,False
g-C3N4-Pt,1,230.0,230.0,230.0,2.7,False
g-C3N4-Ni(OH)2,1,3396.0,3396.0,3396.0,2.7,False
g-C3N4-MoS2-Ni(OH)2,1,7.7,7.7,7.7,2.7,False
g-C3N4-MoS2-M(OH)x,1,889.4,889.4,889.4,2.7,False
g-C3N4-Co1.4Ni0.6P,1,195.0,195.0,195.0,2.7,False
g-C3N4-Co-K,1,808.0,808.0,808.0,2.7,False
g-C3N4-Co,1,156.0,156.0,156.0,2.7,False
g-C3N4-5,1,88.0,88.0,88.0,2.7,False
g-C3N3.5(O0.5H0.5),1,947.7,947.7,947.7,2.7,False
3DGA,1,125.0,125.0,125.0,2.7,False
g TiO2,1,2730.0,2730.0,2730.0,2.7,False
g-C3N4.5,1,8180.0,8180.0,8180.0,2.7,False
g-PAN/g-C3N4,1,370.0,370.0,370.0,2.7,False
2H–MoS2,1,10960.0,10960.0,10960.0,2.7,False
g-C3N5,1,500.0,500.0,500.0,2.7,False
30CBITO,1,11.03,11.03,11.03,2.7,False
g-C3N4–Ag/PANI,1,210.73,210.73,210.73,2.7,False
g-C3N4NSs/TC1,1,73555.8,73555.8,73555.8,2.7,False
g-C3N4NSs,1,70986.8,70986.8,70986.8,2.7,False
g-C3N4/rGO/Ni2P,1,504.0,504.0,504.0,2.7,False
g-C3N4/rGO/Fe2O3,1,6607.0,6607.0,6607.0,2.7,False
g-C3N4/rGO,1,412.8,412.8,412.8,2.7,False
g-C3N4/graphene/MoS2,1,317.0,317.0,317.0,2.7,False
g-C3N4/g-C3N4,1,1330.0,1330.0,1330.0,2.7,False
g-C3N4/Ni-P,1,1051.0,1051.0,1051.0,2.7,False
g-C3N4/WS2,1,599.7,599.7,599.7,2.7,False
35AP,1,83.0,83.0,83.0,2.7,False
3Co(dcbpy)2(NCS)2/CN,1,214.8,214.8,214.8,2.7,False
g-C3N4/SrTiO3,1,1722.7,1722.7,1722.7,2.7,False
g-C3N4/SnO2,1,241.3,241.3,241.3,2.7,False
g-C3N4/SiC,1,34.0,34.0,34.0,2.7,False
3Co(dcbpy)2(NCS)2/CQDs/CN,1,75.02,75.02,75.02,2.7,False
g-C3N4/PSi,1,651.7,651.7,651.7,2.7,False
g-C3N4/P25(N)-Pd,1,6330.0,6330.0,6330.0,2.7,False
g-C3N4/P25,1,231.0,231.0,231.0,2.7,False
g-C3N4/NiS,1,450.0,450.0,450.0,2.7,False
g-C3N4/NiFe2O4,1,351.0,351.0,351.0,2.7,False
g-C3N4/ZnIn2S4,1,2780.0,2780.0,2780.0,2.7,False
carbon/g-C3N4,1,410.1,410.1,410.1,2.7,False
carbon-nitrogen,1,80.4,80.4,80.4,2.7,False
carbon nitride/melon,1,200.0,200.0,200.0,2.7,False
6 V–CuWO4,1,320.0,320.0,320.0,2.7,False
carbohydrate,1,4150.0,4150.0,4150.0,2.7,False
6-CdS-OH,1,5.9,5.9,5.9,2.7,False
butanol,1,2933.0,2933.0,2933.0,2.7,False
6CSCWO,1,16.0,16.0,16.0,2.7,False
black phosphorus,1,512.0,512.0,512.0,2.7,False
9CAu1B,1,410.0,410.0,410.0,2.7,False
benzidine,1,128.0,128.0,128.0,2.7,False
A10B,1,168.0,168.0,168.0,2.7,False
g Si,1,1785.0,1785.0,1785.0,2.7,False
attapulgite,1,800.0,800.0,800.0,2.7,False
aniline,1,806.0,806.0,806.0,2.7,False
ammonium oxalate,1,3930.0,3930.0,3930.0,2.7,False
amino,1,200.0,200.0,200.0,2.7,False
amTiO2,1,550.0,550.0,550.0,2.7,False
alkoxide,1,3106.0,3106.0,3106.0,2.7,False
alcohols,1,3400.0,3400.0,3400.0,2.7,False
A12-T,1,44.5,44.5,44.5,2.7,False
A4,1,2231.0,2231.0,2231.0,2.7,False
acetic,1,2800.0,2800.0,2800.0,2.7,False
[Ru(bpy)3](ClO4)2,1,268000.0,268000.0,268000.0,2.7,False
[Ru(bipy)3]2 + @ rGO,1,3290.0,3290.0,3290.0,2.7,False
b-C-N-S-TiO2,1,149.7,149.7,149.7,2.7,False
g P25,1,900.0,900.0,900.0,2.7,False
g CdS,1,691.9,691.9,691.9,2.7,False
3NRCNNT,1,2921.9,2921.9,2921.9,2.7,False
3NiL/NiOx/CN,1,289.0,289.0,289.0,2.7,False
fluorine,1,464.1,464.1,464.1,2.7,False
fatty acids,1,30.0,30.0,30.0,2.7,False
3S6CCN,1,70.7,70.7,70.7,2.7,False
eosin-Y,1,5420.0,5420.0,5420.0,2.7,False
eosin,1,20400.0,20400.0,20400.0,2.7,False
4Cu(OH)2/C3N4(U),1,187.0,187.0,187.0,2.7,False
dihydroxyacetone,1,7.8,7.8,7.8,2.7,False
"diethyl pyridine-3,5-dicarboxylate",1,372.8,372.8,372.8,2.7,False
carbonate,1,1040.0,1040.0,1040.0,2.7,False
dibenzothiophene dioxide,1,3680.0,3680.0,3680.0,2.7,False
"dibenzo[b, d]thiophene sulfone",1,2900.0,2900.0,2900.0,2.7,False
cysteine,1,185400.0,185400.0,185400.0,2.7,False
cyclohexane,1,100000.0,100000.0,100000.0,2.7,False
copper-nickel sulfide,1,0.32,0.32,0.32,2.7,False
copper oxides,1,1092.5,1092.5,1092.5,2.7,False
copper oxide,1,2149.0,2149.0,2149.0,2.7,False
4In4CuZnS,1,1189.4,1189.4,1189.4,2.7,False
cobalt–salen,1,106.0,106.0,106.0,2.7,False
4NiS/ZCS,1,4151.0,4151.0,4151.0,2.7,False
ceria,1,280.0,280.0,280.0,2.7,False
4PPy/CuWO4,1,365.0,365.0,365.0,2.7,False
5-hydroxymethylfurfural,1,419.0,419.0,419.0,2.7,False
dicyandiamide,1,1105.09,1105.09,1105.09,2.7,False
(RGO)2–CdS–NixS,1,17.5,17.5,17.5,2.7,False
primary alcohol,1,357.0,357.0,357.0,2.7,False
pyrene,1,19200.0,19200.0,19200.0,2.7,False
β-Fe2O3,1,169.4,169.4,169.4,2.7,False
α-S/CdS,1,10000.0,10000.0,10000.0,2.7,False
α-Ni(OH)2,1,22450.0,22450.0,22450.0,2.7,False
α-MoO3(0.03)–WO3(0.36)/ CdS(0.61),1,6.0,6.0,6.0,2.7,False
α-MnS,1,169.0,169.0,169.0,2.7,False
α-MnO2/ZIS,1,3644.0,3644.0,3644.0,2.7,False
α-Fe2O3/TpPa-2-COF(3:7),1,3770.0,3770.0,3770.0,2.7,False
quartz,1,6840.0,6840.0,6840.0,2.7,False
{[CuICuII2-(DCTP)2]NO3 · 1.5DMF },1,32.0,32.0,32.0,2.7,False
g-TiO2,1,1790.0,1790.0,1790.0,2.7,False
rGO-AMP,1,13.28,13.28,13.28,2.7,False
zinc silver antimonate,1,10200.0,10200.0,10200.0,2.7,False
zinc,1,239.0,239.0,239.0,2.7,False
yNiL/CN,1,161.0,161.0,161.0,2.7,False
rGO/Cd0.6Zn0.4S,1,10900.0,10900.0,10900.0,2.7,False
wt,1,148.0,148.0,148.0,2.7,False
triethylamine/methanol,1,79.0,79.0,79.0,2.7,False
rGO/CdS @ 1T-MoS2,1,18260.0,18260.0,18260.0,2.7,False
transition-metal oxides,1,24.0,24.0,24.0,2.7,False
rGO/CuI,1,80.0,80.0,80.0,2.7,False
rGO/CuI/PANI,1,295.0,295.0,295.0,2.7,False
thioacetamide,1,81.6,81.6,81.6,2.7,False
{ 001 }-TiO2/CdSe,1,6800.0,6800.0,6800.0,2.7,False
1-CZT,1,1877000.0,1877000.0,1877000.0,2.7,False
sugar,1,164.0,164.0,164.0,2.7,False
"1,2-ethanediol",1,44500.0,44500.0,44500.0,2.7,False
1 - n - decyl - 3 - methylimidazolium chloride,1,2232.0,2232.0,2232.0,2.7,False
-25CN/Ti,1,14100.0,14100.0,14100.0,2.7,False
pCdS/Cu2O,1,560.0,560.0,560.0,2.7,False
0.8-Pt–I–M–Nb2O5,1,7730.0,7730.0,7730.0,2.7,False
0.6rGO/g-C3N4,1,45.0,45.0,45.0,2.7,False
pPCN,1,715.0,715.0,715.0,2.7,False
phosphate,1,9060.0,9060.0,9060.0,2.7,False
0.5Fe/TiO2,1,230.0,230.0,230.0,2.7,False
phosphinine,1,33.3,33.3,33.3,2.7,False
(Zn0.95Cu0.05)0.5Cd0.5S,1,8770.0,8770.0,8770.0,2.7,False
0.41Ni,1,596.0,596.0,596.0,2.7,False
0.3-WCN,1,130.0,130.0,130.0,2.7,False
"poly(9,9-dioctylfluorene-alt-bithiophene)",1,929.3,929.3,929.3,2.7,False
0.2Pt0.2RuS2-Cd0.5Zn0.5S,1,1200.0,1200.0,1200.0,2.7,False
0.1CoO/CN,1,41.8,41.8,41.8,2.7,False
0.17Ni–CNHS,1,216.0,216.0,216.0,2.7,False
0.15Fe/TiO2-700,1,215.0,215.0,215.0,2.7,False
0-CdS,1,582.0,582.0,582.0,2.7,False
(Cl)G,1,5600.0,5600.0,5600.0,2.7,False
polyoxometalate,1,43050.0,43050.0,43050.0,2.7,False
porphyrin,1,40800.0,40800.0,40800.0,2.7,False
(ZnO)1 /(CdS)0.2,1,1805.0,1805.0,1805.0,2.7,False
0.4Ni2P/P25,1,2970.0,2970.0,2970.0,2.7,False
mesotitania,1,2.8,2.8,2.8,2.7,False
mercury,1,6.4,6.4,6.4,2.7,False
melamine,1,36.77,36.77,36.77,2.7,False
1CFTO,1,577.0,577.0,577.0,2.7,False
isopropyl alcohol,1,347.0,347.0,347.0,2.7,False
1Ni/ZCS,1,2538.0,2538.0,2538.0,2.7,False
"2,4-dinitrophenol",1,96.0,96.0,96.0,2.7,False
2-ZFO,1,63.56,63.56,63.56,2.7,False
